Price,SquareFootage,SchoolRating,RenovationQuality,Garage,CrimeRate,LocalAmenities
610644.4847,1404.65,7.02,5.81,0,49.69,6.5
129359.9835,550.0,7.48,4.3,1,32.07,9.66
323001.0464,1671.16,6.33,3.21,0,52.17,0.97
343937.572,813.95,8.29,4.99,1,52.5,4.12
466709.337,831.53,9.23,4.2,0,13.15,6.92
564217.122,1968.46,9.73,7.4,0,18.22,10.0
385714.3105,1287.61,9.54,7.33,0,51.53,7.03
186845.7182,550.0,4.37,2.16,0,32.65,4.74
269629.0388,749.09,10.0,5.77,0,27.69,3.6
129245.4714,1157.16,6.34,5.4,0,38.0,8.7
734718.2092,1625.08,9.0,6.36,0,11.46,8.49
225008.3958,1215.8,7.66,5.94,0,44.02,7.7
224554.9565,678.8,8.11,5.77,1,32.37,6.14
463176.9846,1610.19,7.74,3.69,1,46.55,3.17
352825.9544,660.82,6.74,6.18,0,5.77,2.93
488512.0736,1255.41,7.98,7.52,0,11.32,6.95
233758.1789,1154.48,10.0,6.21,1,4.36,5.04
132458.2991,550.0,7.7,4.86,0,33.08,6.61
181312.0461,1025.62,3.79,2.92,1,23.35,1.48
355748.8956,1444.86,5.64,2.68,0,2.48,10.0
195416.5331,940.02,5.49,2.44,0,17.77,6.77
183263.5271,550.0,5.29,3.44,0,27.57,2.31
216433.4357,782.82,7.25,5.7,0,18.11,0.79
199494.4664,550.0,5.4,2.65,1,62.49,7.22
810959.0851,2076.37,7.4,7.4,0,27.11,7.34
405354.2239,1591.98,6.87,3.92,0,10.27,5.56
207254.444,1508.84,9.25,7.35,0,7.72,4.67
256469.5086,1116.97,8.65,6.45,0,23.06,9.9
351656.8786,550.0,7.55,5.73,0,29.26,10.0
222700.0343,898.42,4.67,5.03,0,30.12,6.72
623993.8792,1625.16,9.48,8.96,0,42.91,6.05
863863.8828,1564.82,8.81,7.96,0,40.21,5.94
701063.0109,1359.74,6.75,7.68,0,11.51,9.96
165856.2941,1209.92,6.07,4.32,0,18.12,3.25
302975.6561,975.2,7.15,5.79,0,16.78,6.99
139123.0843,761.18,5.4,4.38,1,47.42,9.34
184235.5417,1028.46,5.2,6.35,0,51.39,7.02
251668.5837,550.0,5.43,3.35,0,43.12,2.59
151561.3852,700.38,6.09,6.71,1,28.13,7.79
174163.6594,767.77,7.52,5.38,1,20.16,5.63
267004.1506,655.08,1.82,2.29,0,28.09,6.61
346383.1279,898.6,8.24,7.04,1,36.58,1.29
342939.5367,1192.28,7.12,8.22,1,2.54,8.22
384097.6603,783.23,9.01,7.44,1,26.05,5.93
601020.8428,840.32,6.41,7.41,0,0.66,7.83
290743.0373,635.71,8.52,7.42,0,44.46,6.96
254413.1466,874.22,6.88,3.15,1,37.43,6.66
207749.5349,550.0,6.68,4.35,0,15.53,0.7
352552.9691,1405.05,10.0,10.0,0,38.27,6.37
241973.132,840.88,4.82,5.81,1,56.24,4.96
164139.0562,1006.78,3.07,2.12,0,9.14,4.75
423958.8646,935.24,5.93,7.52,1,44.61,7.36
212914.6987,550.0,8.17,6.56,1,6.5,0.3
177858.1949,550.0,4.21,2.07,0,61.33,3.81
337752.827,1297.31,10.0,10.0,0,9.91,5.21
625032.5031,2579.34,6.54,5.91,0,21.74,10.0
134686.002,1251.06,1.54,0.15,0,22.31,0.66
309108.6326,851.0,5.13,2.48,1,72.9,1.63
241942.875,623.77,6.66,4.13,0,36.93,6.43
306655.055,550.0,8.18,5.17,0,8.59,5.17
462143.3224,1648.03,8.59,5.32,0,49.74,6.96
444712.8941,1346.98,5.22,3.43,1,9.14,9.54
116963.4581,550.0,7.23,4.02,1,17.64,10.0
646806.3598,1797.71,8.5,5.93,0,40.12,7.01
106573.5554,958.52,4.32,3.02,0,36.15,6.65
182212.9644,550.0,5.09,4.34,0,53.89,1.85
334482.7915,1789.32,10.0,5.07,0,21.04,8.01
278569.6882,1048.72,6.11,4.94,0,44.31,5.27
596002.3773,1930.0,7.36,5.86,0,33.9,7.63
303131.7829,838.01,8.65,4.6,1,39.56,6.1
137343.7992,695.01,1.34,5.67,1,36.13,9.1
102478.8996,550.0,7.82,6.81,1,20.75,8.01
546651.7415,1302.16,5.46,4.31,0,23.77,5.33
284318.2353,1659.19,8.86,7.22,0,13.26,1.86
205986.8246,550.0,7.12,6.27,0,30.44,5.35
330437.4705,606.62,5.58,1.82,0,2.16,2.67
463435.9881,1742.26,9.28,5.4,0,12.64,9.96
166673.7965,925.34,6.9,5.03,0,42.58,4.59
118339.1469,1336.58,5.45,5.13,0,48.3,5.71
518778.2562,664.34,8.01,3.72,0,22.28,9.45
714639.506,1293.97,4.1,4.96,0,9.43,10.0
633745.5071,1992.7,8.31,8.85,0,40.6,6.08
106645.3587,934.57,7.52,4.1,1,79.29,1.63
228894.6688,1434.23,9.04,5.21,0,7.96,4.51
542916.9681,957.1,8.06,4.92,1,44.63,3.62
163532.6969,782.04,6.15,4.05,1,52.54,1.38
201890.2908,550.0,6.61,2.11,1,32.34,3.04
171908.0275,613.5,8.76,5.55,1,31.39,1.27
316473.2471,936.15,4.53,5.24,1,42.81,5.65
188442.1053,694.97,5.53,2.0,0,66.84,3.69
469660.4152,1569.34,8.07,5.44,0,28.18,8.34
149019.5725,714.95,5.54,0.87,1,17.09,3.63
448776.4174,1672.22,8.79,4.64,1,60.17,6.92
174243.2503,550.0,6.92,3.65,0,19.06,5.34
203231.4107,694.07,7.62,5.53,0,36.53,6.0
255864.0649,1373.91,9.48,5.3,1,56.55,10.0
206294.6469,643.02,6.55,4.24,0,45.33,6.43
211818.7781,550.0,9.85,6.58,1,33.55,6.28
114899.8269,550.0,6.67,5.33,0,30.55,4.5
284255.1623,1046.87,5.49,4.24,1,16.2,9.23
338734.8157,1152.94,8.41,4.5,0,15.84,3.44
540968.028,1445.05,5.64,7.35,0,42.65,3.82
166627.0444,550.0,2.58,0.76,0,31.68,2.21
455778.0358,550.0,7.48,5.9,0,48.98,4.38
182354.8625,550.0,6.59,3.63,0,32.73,3.55
349485.8596,1255.51,6.97,8.68,0,19.88,8.84
112294.6508,550.0,5.31,3.31,0,48.26,7.03
167842.3834,1184.42,4.05,0.35,0,49.89,10.0
204012.1474,1045.17,6.8,2.72,1,39.27,7.26
360835.3173,1466.12,9.46,6.56,1,13.4,10.0
256951.6967,550.0,6.56,5.54,0,34.1,6.28
223576.1619,1040.39,8.06,4.94,0,10.43,4.23
274124.9918,1403.53,8.74,6.0,1,36.97,2.6
215208.6958,550.0,9.21,5.42,1,36.3,3.33
480959.1294,1127.34,8.17,4.34,0,31.66,3.01
272814.9877,550.0,5.14,1.24,1,52.52,5.82
461983.6949,1629.07,10.0,5.53,0,22.94,10.0
341148.4504,833.44,5.44,6.57,0,51.76,8.29
819202.2259,1820.84,7.98,4.6,1,29.79,4.11
295674.2272,692.1,3.32,2.15,0,86.14,5.92
469792.0289,1477.56,10.0,10.0,1,54.42,10.0
201340.6777,790.7,4.06,4.82,1,38.64,1.61
356729.1921,897.36,7.02,6.56,1,32.59,3.96
217778.2459,1080.39,5.92,3.87,1,25.09,3.86
145942.1369,1044.43,7.26,2.17,0,15.89,2.11
562834.5465,1662.03,7.58,6.38,0,37.76,8.52
195739.1771,550.0,10.0,5.75,0,47.49,7.84
298803.5502,1339.88,10.0,6.91,0,36.41,9.68
539096.1489,1551.28,8.93,6.58,0,47.68,3.67
112202.2475,720.07,5.47,7.36,0,44.07,2.7
262996.8434,1793.09,7.69,4.9,0,21.67,5.13
146209.3815,841.26,9.74,4.34,0,26.9,9.94
274713.7644,1122.76,5.21,0.13,1,51.18,4.96
255979.6826,646.4,5.85,6.08,0,19.63,6.09
234615.5798,1129.07,6.64,0.21,0,63.29,5.44
197930.0233,765.15,5.46,4.3,0,15.01,4.75
403526.8027,1183.73,5.96,7.53,1,44.62,3.82
344987.0509,1704.13,7.58,3.79,0,35.75,5.61
402828.9072,1134.91,6.23,5.41,1,66.85,3.8
376807.9552,1163.32,5.83,3.5,1,12.24,2.33
198868.8431,683.19,7.86,6.01,0,30.63,3.56
485823.7032,1214.26,6.65,4.7,1,13.04,5.64
294272.5689,1601.42,5.02,5.67,0,71.18,5.76
133991.8721,1021.28,6.03,4.4,0,14.06,2.56
332929.6403,932.28,3.76,6.89,0,42.17,10.0
334532.0755,1423.0,4.5,4.04,1,29.1,1.44
375807.7968,1376.82,8.42,5.54,1,44.6,6.64
238569.6214,965.44,3.99,1.89,0,43.53,3.35
406620.216,1383.14,7.3,4.85,0,17.3,8.03
252942.5077,550.0,6.07,4.69,0,32.06,9.16
218450.2049,1855.66,8.06,4.07,0,57.65,3.6
404481.797,1337.46,9.31,9.77,1,3.33,10.0
232063.8116,1131.55,7.25,5.19,0,38.97,5.04
331174.7702,1124.32,8.9,6.38,1,20.76,2.96
165108.6084,653.45,6.19,4.19,0,36.3,6.08
141305.0162,550.0,2.98,3.62,0,10.63,0.06
196806.3385,634.46,4.37,1.68,1,6.34,8.95
268596.5887,574.35,3.67,6.56,0,6.61,6.81
226005.4513,1472.7,10.0,6.35,0,69.62,7.46
235613.132,550.0,5.89,1.5,0,18.98,6.04
118318.5553,550.0,2.85,2.96,0,17.29,6.05
230289.9546,1539.74,5.46,3.84,0,20.27,1.69
204452.9966,598.27,5.3,3.01,0,81.01,2.03
216824.1826,550.0,5.42,4.68,1,19.61,0.9
431051.9091,1307.6,8.44,6.32,1,23.52,4.36
194376.8764,1036.32,6.98,2.81,0,28.83,8.03
187483.5506,550.0,6.41,3.84,0,46.43,6.04
648983.5545,1633.22,7.76,8.25,1,50.28,10.0
241250.9306,1209.53,7.09,4.35,0,32.14,6.46
103727.154,878.21,7.57,5.67,0,4.42,8.59
407908.1051,1646.74,6.43,5.57,0,61.03,3.94
260262.293,550.0,4.14,3.79,0,30.58,7.99
547121.0113,550.0,8.73,6.83,0,28.86,9.44
120748.6048,1099.81,3.21,2.15,1,74.47,8.22
230983.1464,550.0,7.97,4.01,1,57.36,10.0
210604.1775,550.0,6.41,6.51,0,33.16,10.0
279229.2929,836.14,9.47,5.14,1,21.46,7.86
225946.9245,550.0,4.85,2.6,0,75.14,8.7
319668.9235,1177.49,4.74,3.66,0,46.36,8.96
170926.4381,1246.47,5.18,4.34,0,28.34,5.39
253375.0876,869.01,6.48,5.86,0,28.99,7.57
486223.6836,1144.18,9.36,6.04,0,4.06,5.15
336706.1569,1146.1,9.58,6.52,0,9.97,2.19
95474.22338,726.76,5.73,2.7,0,28.83,6.17
338485.1269,1732.38,4.79,3.46,1,25.88,2.6
830152.1566,1784.63,10.0,9.34,0,1.23,8.02
227419.5738,1067.75,6.46,2.67,0,10.23,5.56
190929.7288,1401.07,7.3,5.91,1,6.95,0.82
182665.8412,550.0,6.02,1.32,1,39.22,1.94
475149.7195,1004.72,5.86,7.63,0,18.06,8.63
516382.1541,994.11,9.13,7.99,1,15.19,6.9
278686.3938,1158.98,10.0,7.03,1,23.96,0.8
243330.2826,618.45,8.15,4.55,1,50.59,8.97
404071.5205,1487.0,8.98,6.42,0,31.53,8.54
312374.5689,1295.0,5.88,6.16,0,42.76,4.4
297133.7751,1671.11,8.16,3.38,0,11.66,3.26
507159.1507,669.39,7.03,7.87,0,13.22,6.25
509827.0368,1080.35,8.86,3.68,1,54.64,3.93
147724.0952,742.07,4.24,2.85,1,43.01,7.17
409778.0401,1545.27,6.53,3.96,0,35.74,1.12
146166.2415,1082.1,6.4,5.15,0,19.5,5.65
147100.1732,550.0,4.97,3.78,0,37.92,1.48
342470.7477,1267.8,6.95,4.81,0,13.36,2.13
497529.3938,1370.13,6.57,2.21,0,60.61,3.45
287025.2124,1487.0,7.57,9.47,0,11.54,7.96
228529.6801,1313.71,7.96,5.48,1,39.14,0.41
506727.4175,1403.34,5.85,5.21,0,55.93,8.27
364494.1333,845.58,8.9,4.53,0,36.34,7.96
413801.6422,1322.55,9.55,6.98,0,6.72,10.0
158116.3485,579.11,5.05,4.48,0,25.53,6.19
299295.496,1285.02,2.66,5.42,0,5.25,5.04
421524.3866,550.0,7.49,5.26,1,29.77,1.8
276698.6903,645.97,4.49,3.23,0,39.96,4.19
263985.8704,550.0,3.83,1.27,0,5.91,6.33
155735.0323,891.35,8.68,5.61,1,47.95,2.73
150907.6334,810.68,4.2,1.31,1,7.27,6.47
465002.1668,2191.53,3.58,6.72,0,41.0,2.48
168627.5022,550.0,8.36,4.08,0,29.4,1.48
176531.527,987.69,5.37,3.63,1,8.22,5.8
453631.532,550.0,9.9,5.68,1,2.61,8.83
423666.1849,1164.87,7.22,5.22,1,64.9,6.07
342150.0252,1666.6,7.14,5.01,0,19.93,4.44
287733.2059,597.48,8.38,7.09,0,4.55,3.46
178287.6262,1275.64,8.55,8.86,0,18.05,9.86
190496.3225,1031.39,8.34,3.36,1,14.48,5.93
423416.6083,805.96,7.35,6.17,0,47.19,8.76
446895.5184,949.45,8.56,5.11,1,10.59,4.44
338005.573,1083.43,5.97,5.55,1,36.18,1.73
206191.2904,1966.16,4.56,2.8,1,59.57,9.74
182677.8882,931.09,7.36,4.71,0,0.12,10.0
87592.69696,550.0,9.03,5.5,0,7.11,3.55
307165.0681,1477.19,7.65,4.63,0,28.36,7.68
380408.5489,938.17,8.56,5.87,0,29.16,8.92
238343.9376,577.36,9.35,3.54,0,39.47,10.0
380946.9295,1088.9,5.28,7.72,0,35.46,10.0
432899.8862,1173.64,2.48,3.87,1,26.41,7.17
210373.8428,1114.6,6.29,4.29,1,13.56,7.16
323479.2753,1593.06,9.15,9.94,0,10.63,7.13
188491.6851,1008.1,3.13,3.68,0,21.14,5.12
233976.9709,771.76,7.38,3.0,1,9.26,5.43
200723.3825,791.03,4.47,1.12,1,40.72,1.64
216648.2848,632.61,7.98,6.63,0,29.34,6.31
158545.4049,995.86,6.13,5.7,0,30.89,1.97
112529.2773,550.0,4.74,3.95,1,19.18,1.82
311554.6722,550.0,3.44,0.06,0,20.59,2.21
594199.6817,1565.14,6.22,8.1,0,32.79,5.27
318018.4118,1029.83,7.09,3.85,0,49.11,6.94
397277.2679,813.78,8.76,7.03,1,54.84,4.89
253190.5315,1121.1,7.91,6.36,1,43.68,4.29
487625.5253,1105.46,8.19,8.95,0,6.7,4.09
177035.7517,1078.68,5.5,3.98,1,46.54,2.51
576844.7542,1465.01,6.86,5.26,0,37.95,8.19
188684.9683,550.0,2.41,1.66,0,22.06,8.52
102367.7436,550.0,7.08,3.4,1,40.06,8.06
222754.4147,901.84,5.75,6.07,0,43.2,4.09
425217.6306,1967.05,9.27,7.34,0,23.29,5.22
790443.2183,2131.78,10.0,9.22,0,33.99,6.73
352518.6373,1194.41,4.81,2.79,0,55.85,2.14
405204.0367,1558.28,9.53,7.34,1,8.58,9.83
402293.4837,1010.63,4.1,5.79,1,44.63,10.0
180984.9615,809.47,6.04,6.87,1,44.95,6.15
343053.3563,1302.39,7.29,6.73,0,32.64,6.7
151346.0076,550.0,5.05,3.53,0,18.27,8.5
166443.2347,550.0,5.37,5.7,0,25.54,4.88
378924.1605,1237.47,7.22,3.7,0,55.38,6.31
566129.1395,906.3,10.0,6.91,0,25.07,6.59
153059.2789,644.33,7.97,3.54,0,9.84,3.46
109342.557,550.0,4.31,1.28,0,48.14,4.96
458241.994,1180.85,7.72,5.75,1,18.45,8.24
127143.9214,643.83,4.82,2.38,0,26.91,1.28
380038.2127,1617.38,8.39,8.22,1,6.38,6.33
315102.2944,1309.65,9.38,9.34,0,6.07,1.09
200174.3644,696.7,4.41,4.17,0,82.93,6.77
115802.4219,550.0,5.54,2.18,0,10.8,1.37
597936.86,2240.4,8.3,5.76,0,56.42,9.54
401135.7425,1050.07,9.34,8.11,1,66.52,6.04
212091.3363,1441.51,8.38,3.35,1,2.19,1.23
300628.8077,550.0,2.71,1.26,1,45.47,4.67
402906.3189,730.27,6.15,6.29,0,35.45,0.67
528857.2625,1581.99,6.56,7.6,0,12.2,3.75
346545.9581,1155.29,9.44,6.05,0,22.93,6.61
221526.5807,880.36,7.41,6.48,0,37.26,2.57
382919.7319,1041.4,7.51,3.43,0,80.06,6.2
129603.5386,550.0,8.34,7.66,0,48.67,5.63
575546.7533,1198.59,6.66,8.62,1,18.68,10.0
242922.689,550.0,7.19,4.33,1,5.27,6.28
640559.025,2336.12,10.0,9.19,0,29.31,7.45
343027.6788,1339.82,7.2,4.5,0,38.12,5.58
144090.8028,550.0,6.07,4.73,0,64.47,8.99
362917.3377,1676.03,8.0,6.73,0,35.43,7.21
239314.4644,550.0,2.99,1.89,1,47.44,1.8
242770.8674,550.0,6.6,4.0,1,5.62,8.76
340481.7284,1198.32,7.0,8.06,0,19.87,5.36
571602.0232,2111.58,8.95,6.47,1,10.31,8.44
277072.5336,1335.94,7.98,5.43,0,49.05,7.1
343336.0697,1632.39,4.87,5.31,1,56.08,6.91
500642.8657,1417.24,9.75,10.0,1,18.81,10.0
326653.7474,1317.76,8.49,7.25,0,48.61,9.23
422422.0922,1340.86,6.55,1.78,1,64.77,4.78
228686.6121,1176.33,6.36,6.06,1,6.05,4.99
275386.7579,840.53,8.3,4.79,0,14.97,4.38
262534.9921,935.67,5.72,2.78,0,45.26,5.47
282289.0209,1183.2,8.94,7.82,1,36.73,1.72
262492.94,550.0,5.89,1.25,1,19.23,6.06
446542.03,1036.05,5.18,4.77,0,44.88,4.76
131566.7884,1495.69,8.03,2.81,1,19.53,5.77
277934.3181,1049.26,8.98,4.9,0,56.14,2.64
451607.1293,969.23,8.9,9.35,0,39.87,5.13
393730.3412,910.77,8.37,3.72,1,6.48,7.61
391586.6612,1010.84,7.51,6.85,1,30.64,8.56
345571.5265,777.23,6.17,5.21,1,18.41,9.24
362670.4233,1256.39,7.39,6.11,0,24.11,5.77
173014.2408,1146.31,2.62,0.4,0,55.74,6.96
329232.3675,1002.7,8.65,6.03,1,3.87,4.36
399274.9224,1144.51,8.33,6.5,1,40.05,9.75
232799.37,1226.69,7.54,2.2,1,39.68,6.14
288084.4238,571.36,6.61,4.19,0,43.54,4.2
312782.8059,850.91,7.29,5.18,0,18.04,5.2
145540.6955,859.02,6.56,4.2,1,41.98,10.0
400944.4919,952.97,8.17,6.38,1,25.16,5.73
506088.6728,1421.32,8.35,5.06,1,6.16,9.14
893278.6476,1927.22,8.45,9.08,0,1.8,9.67
270755.4029,917.29,9.11,6.09,1,31.68,7.93
389898.0003,917.99,3.99,5.25,1,80.23,4.46
265015.4048,1184.13,8.69,4.82,0,20.35,10.0
288933.766,1256.23,8.51,7.65,0,59.45,10.0
263032.174,1112.35,5.29,6.64,0,8.25,5.09
179635.891,785.53,2.59,2.84,0,40.31,3.52
333793.7857,1498.62,8.61,6.96,1,34.08,10.0
296815.2986,571.99,5.56,4.06,1,41.72,3.89
429059.6586,1532.61,5.54,4.91,0,41.13,6.91
456965.1835,1790.88,8.63,4.01,0,20.81,1.82
159697.2896,550.0,5.38,4.94,0,46.9,7.03
596493.3763,1523.73,6.48,7.57,0,1.99,9.6
373566.5159,1484.35,9.74,7.96,1,43.1,10.0
571526.5617,1647.31,7.18,4.19,0,6.45,10.0
536474.0456,1782.66,3.65,1.57,0,40.28,7.19
277700.7131,550.0,6.33,5.13,0,3.07,5.34
314862.9031,1096.86,6.21,3.76,0,37.71,6.18
286409.3475,561.83,5.94,3.06,0,24.49,8.55
130244.3485,550.0,7.02,3.67,0,21.92,4.54
134650.013,1164.17,5.51,2.55,0,51.56,6.05
426660.6039,842.83,8.0,5.4,0,3.32,6.56
180015.2789,1454.19,8.36,5.34,0,10.7,5.28
267189.6762,1676.08,10.0,6.77,0,15.08,5.63
519811.7034,1775.61,6.92,5.33,0,1.75,7.32
326625.5843,974.67,10.0,3.54,0,37.66,3.85
171613.4246,896.7,6.64,2.97,0,66.78,2.64
598525.1942,1497.19,9.64,6.82,0,22.74,8.54
371639.9016,1919.08,10.0,6.99,1,7.12,4.42
460665.7046,1647.78,9.13,10.0,0,30.89,7.5
276745.1316,550.0,7.15,7.09,0,23.41,4.58
272035.8033,1380.6,6.48,5.56,0,45.66,7.29
109108.3763,550.0,5.55,5.56,0,22.88,3.13
199969.075,1501.09,7.79,3.23,0,63.79,1.62
259072.1918,572.97,7.53,4.03,0,30.54,7.27
584575.3763,1216.41,8.09,8.01,1,13.58,10.0
322160.5006,1561.99,9.08,5.08,1,16.12,8.96
306219.2514,769.33,5.88,4.68,0,58.99,3.03
417593.3801,781.98,4.5,2.52,0,43.28,8.81
126781.413,579.44,7.57,3.62,0,43.53,7.11
349472.4024,1934.49,5.76,5.81,0,66.53,6.07
250967.0996,588.48,4.33,3.46,0,26.67,8.87
271802.8822,1811.78,8.05,5.88,0,3.73,10.0
273769.0828,1473.2,9.0,8.31,0,31.79,3.79
773888.7987,1530.98,10.0,7.23,0,17.3,2.29
203461.3509,683.26,5.04,2.1,0,37.97,4.03
314737.1867,550.0,10.0,7.67,1,8.96,9.81
197259.9378,1396.24,8.87,6.14,0,19.94,1.06
538568.7553,2054.95,8.08,10.0,1,55.79,3.94
202105.9233,550.0,8.26,3.19,0,12.48,7.43
332640.5204,981.69,8.66,8.24,0,27.1,1.75
197046.1664,550.0,6.73,2.47,0,23.8,0.85
139677.7098,984.1,3.84,1.73,0,33.83,4.68
176480.6397,644.91,5.38,0.25,0,4.74,5.74
122796.4118,550.0,3.84,0.49,0,32.45,1.8
580161.3982,2166.0,10.0,7.71,0,53.96,8.35
355056.4582,550.0,3.21,1.35,0,60.17,2.28
130804.6513,550.0,4.62,4.13,1,43.56,10.0
282855.1167,550.0,5.46,8.16,1,39.45,7.19
296296.8546,1350.74,7.18,5.35,0,11.22,10.0
219732.3079,829.94,4.65,4.5,1,66.7,4.98
368925.2699,794.9,7.61,7.67,1,36.09,7.15
234473.6827,1475.33,5.72,6.3,0,42.45,2.63
297276.8036,911.67,9.69,5.8,1,43.04,4.96
225568.9205,586.83,4.83,5.44,1,9.61,9.67
260587.6344,613.71,10.0,4.85,0,44.17,9.4
358729.7227,736.19,7.38,7.19,0,40.65,7.18
506110.3169,1507.02,9.6,5.54,0,25.15,7.57
300430.7599,1459.79,4.51,4.07,1,7.1,8.42
407825.9763,949.38,10.0,2.42,0,13.59,0.93
359154.4452,910.32,6.76,7.56,1,54.3,8.29
253706.2029,550.0,3.42,2.65,0,39.1,5.29
255223.1838,843.63,6.61,4.78,0,9.81,6.1
95078.5366,550.0,8.59,3.77,1,20.47,5.33
231333.2593,550.0,7.38,2.58,0,7.29,6.86
468592.981,1412.1,6.25,7.36,1,44.88,5.41
284543.7516,1644.05,5.94,4.63,0,38.59,2.65
429835.6126,1082.47,9.57,8.78,0,3.82,9.24
288276.8444,1863.33,8.62,7.63,1,4.57,6.16
265244.4909,1092.04,8.84,5.72,1,36.76,3.93
324141.5167,1754.53,7.6,6.92,0,19.18,6.81
165314.1196,550.0,6.3,2.23,1,24.42,3.65
411235.6714,2186.44,7.3,8.59,0,47.12,7.45
477320.8515,800.24,9.85,5.41,0,27.28,3.04
214089.6239,968.74,5.84,4.86,0,1.9,8.85
403407.0994,1428.71,10.0,7.73,1,22.77,10.0
112980.7449,550.0,7.03,3.8,0,28.98,8.28
816228.0597,1639.0,10.0,10.0,0,37.23,7.69
306086.6897,637.7,5.28,4.29,0,16.67,1.39
354020.6613,1313.22,8.23,6.27,1,18.87,9.39
122880.1573,550.0,4.66,2.08,0,30.2,7.48
363679.9014,822.89,4.91,6.2,0,44.97,10.0
273449.9487,1663.91,6.49,6.39,0,22.27,10.0
280460.0013,786.88,7.34,6.76,0,10.02,6.56
102686.4687,709.95,4.64,2.35,0,14.54,9.99
245031.3197,1359.73,7.61,2.84,0,54.02,9.84
255114.2111,761.64,9.36,8.6,0,6.78,6.43
153786.7746,550.32,3.44,2.29,1,29.54,3.31
268163.8259,718.38,8.99,3.81,0,3.78,4.03
329593.4904,1732.87,8.36,5.06,0,58.97,7.36
412065.7793,870.7,8.67,8.8,1,15.37,3.85
632980.112,1438.33,8.88,7.02,0,54.95,9.15
196299.6935,943.11,7.46,3.25,0,38.12,7.08
138517.8481,550.0,6.71,4.96,0,45.08,0.11
286430.9385,550.0,6.29,6.02,0,9.67,6.73
620643.526,2027.42,8.42,6.99,1,16.38,2.96
458228.8181,1711.71,7.91,3.78,0,41.84,6.0
356639.1253,691.05,7.33,4.76,0,39.52,6.55
307431.951,2041.61,10.0,8.78,0,50.41,1.1
301531.291,1688.66,9.18,6.93,0,15.56,9.48
266635.8168,1821.0,7.06,5.32,1,16.65,5.82
107153.8993,550.0,3.52,5.12,0,32.36,5.66
224232.9026,550.0,6.48,3.36,0,48.4,1.38
407702.4333,1175.26,7.85,5.4,0,6.64,10.0
269408.846,1447.99,8.97,4.09,0,3.76,8.36
365160.8737,1705.01,4.34,6.16,0,19.13,6.7
386734.8426,1302.08,8.26,7.86,0,32.03,10.0
373332.3341,1199.21,6.68,6.35,0,66.9,10.0
317260.1668,1092.14,7.1,6.07,0,25.94,5.92
160304.1753,748.56,8.99,4.81,0,46.92,10.0
360685.9972,1196.63,7.43,5.85,0,31.65,3.48
111689.8093,550.0,5.31,2.23,0,27.39,1.81
143713.339,550.0,8.14,2.56,0,39.06,7.45
182149.6268,550.0,4.64,3.47,0,45.88,0.47
375742.0057,1063.04,8.12,6.64,0,38.75,10.0
124117.4428,1253.92,5.94,4.75,0,29.29,7.2
222960.7761,657.08,5.75,3.69,0,35.64,5.8
104669.2729,550.0,7.18,3.03,0,20.34,3.19
344078.7362,858.81,6.39,5.52,0,29.75,3.67
149113.8024,731.56,7.02,2.57,0,13.16,7.54
172692.171,550.0,5.14,3.71,0,17.7,10.0
123287.2506,648.96,5.83,2.09,0,21.12,3.67
674874.6858,1420.97,9.17,9.72,0,47.68,4.57
213944.3293,1281.0,5.64,3.05,0,18.25,6.22
214647.8654,945.11,6.7,3.91,1,19.51,3.24
130205.0595,550.0,4.21,1.69,0,42.26,5.39
520589.6866,1590.37,6.56,4.95,0,41.33,6.37
265171.2807,1197.67,7.26,6.51,1,33.34,7.02
240045.8232,1276.99,8.13,5.37,0,17.49,2.04
136788.5121,550.0,6.15,6.03,0,29.66,4.62
216118.7539,782.67,6.26,6.13,0,33.65,7.34
266132.3364,1161.71,10.0,8.0,1,0.81,6.79
323339.5808,1032.34,7.07,4.37,1,72.3,9.31
236275.3324,632.37,6.82,3.03,0,38.96,3.23
321072.6461,960.37,6.39,3.84,1,18.37,5.27
144490.858,1063.24,6.52,4.72,0,58.61,3.04
245883.7511,1524.55,5.15,6.16,1,74.57,4.95
337587.7422,933.75,10.0,7.11,0,33.12,8.33
140842.3883,550.0,5.38,2.87,0,1.51,1.8
238708.4293,748.96,5.72,6.02,1,18.0,9.7
349805.471,1284.04,7.92,4.18,1,44.01,7.55
374306.8394,1199.76,7.89,3.54,1,5.69,4.33
313470.0031,826.67,8.7,6.16,0,12.81,8.95
321849.8444,683.28,7.74,5.55,0,40.6,10.0
138983.7605,690.56,5.88,4.89,0,57.03,3.91
295696.8424,982.14,9.53,6.22,0,29.47,4.51
366513.0724,1205.34,10.0,9.8,0,20.78,9.47
204229.4149,817.57,5.69,2.34,0,69.3,7.07
270014.2551,909.16,7.21,3.81,0,44.32,10.0
373416.1307,1314.28,8.02,5.26,1,8.9,9.71
650855.1678,1628.72,7.86,8.58,0,45.91,4.2
127058.6412,550.0,3.42,3.94,1,3.13,5.03
279893.0825,564.94,6.3,5.98,0,26.65,5.46
195897.2397,1437.31,5.16,3.0,0,42.56,6.69
115615.3203,785.06,5.64,4.97,0,51.01,6.21
334199.9353,1289.46,8.56,5.52,1,41.11,4.9
343291.7696,1496.13,5.82,6.72,1,7.99,7.73
415416.769,1682.22,7.87,5.98,0,50.54,1.57
262495.0027,550.0,2.13,3.44,0,39.67,5.1
508327.047,1915.77,8.57,7.71,1,43.37,6.06
